Name,Emp ID,Expense Type,Payment Type,Vendor Type,Payment Date,Country,Region,Company Code,Project Code,Cost Center,Receipt Status,,,Company Code
Charlie,81712,Travel,Online,Airline,20-08-2022 23:19,UK,North,7315,PJ260,CC36,Pending,,,
Ivan,49366,Transport,Cash,Restaurant,03-02-2022 02:56,Germany,Central,2234,PJ510,CC34,Received,,,
Charlie,15985,Meals,Cash,Restaurant,26-07-2022 12:44,Germany,East,2959,PJ371,CC21,Rejected,,,
Diana,47292,Meals,Bank Transfer,Taxi,12-09-2022 04:43,USA,West,2959,PJ790,CC23,Approved,,,
Alice,85577,Accommodation,Cash,Taxi,03-07-2022 21:08,Canada,South,8963,PJ308,CC47,Received,,,
Diana,65986,Meals,Credit Card,Airline,12-12-2022 15:11,France,North,2161,PJ740,CC27,Rejected,,,
Ivan,20413,Travel,Credit Card,Airline,13-08-2022 03:53,USA,South,6003,PJ685,CC3,Pending,,,
Bob,40441,Travel,Bank Transfer,Hotel,29-09-2022 03:56,Japan,Central,1268,PJ716,CC44,Rejected,,,
Julia,78740,Meals,Cash,Taxi,20-05-2022 15:55,France,West,1885,PJ321,CC44,Rejected,,,
Diana,70857,Travel,Bank Transfer,Hotel,04-06-2022 01:12,Germany,Central,1085,PJ583,CC45,Approved,,,
George,10093,Meals,Bank Transfer,Restaurant,28-12-2022 13:57,Canada,North,7843,PJ484,CC47,Pending,,,
Edward,89249,Transport,Cash,Airline,16-02-2022 00:31,Japan,East,8550,PJ498,CC19,Received,,,
Bob,45235,Accommodation,Online,Restaurant,10-09-2022 02:09,USA,West,8654,PJ662,CC3,Received,,,
George,46546,Transport,Cash,Taxi,30-05-2022 15:10,France,North,7843,PJ171,CC49,Pending,,,
Alice,75940,Transport,Credit Card,Airline,29-04-2022 07:26,Japan,South,8963,PJ710,CC2,Received,,,
Charlie,15037,Accommodation,Cash,Taxi,30-08-2022 04:34,USA,South,5654,PJ380,CC19,Approved,,,
Hannah,35785,Accommodation,Online,Taxi,24-01-2022 13:19,USA,East,6003,PJ902,CC1,Pending,,,
Hannah,56031,Accommodation,Cash,Hotel,13-10-2022 15:01,Canada,East,6604,PJ756,CC16,Received,,,
Ivan,75911,Meals,Credit Card,Taxi,10-09-2022 19:53,France,West,8550,PJ878,CC15,Rejected,,,
Diana,91572,Travel,Credit Card,Hotel,25-03-2022 14:23,Germany,North,8949,PJ666,CC18,Approved,,,
Diana,86478,Meals,Online,Restaurant,14-05-2022 19:32,Germany,North,8654,PJ854,CC43,Approved,,,
Bob,26881,Travel,Online,Restaurant,30-07-2022 05:54,Germany,East,1085,PJ109,CC46,Approved,,,
Alice,66818,Meals,Credit Card,Taxi,09-09-2022 23:39,UK,Central,7840,PJ495,CC11,Approved,,,
Charlie,33757,Travel,Credit Card,Restaurant,02-11-2022 00:57,UK,East,2669,PJ760,CC17,Received,,,
Alice,19630,Travel,Cash,Hotel,22-02-2022 18:36,Canada,East,8706,PJ546,CC45,Received,,,
Charlie,80051,Transport,Bank Transfer,Airline,05-10-2022 12:31,France,South,6807,PJ631,CC43,Received,,,
Alice,78826,Meals,Bank Transfer,Airline,19-05-2022 05:46,France,East,2161,PJ529,CC5,Rejected,,,
Edward,44330,Accommodation,Online,Restaurant,21-03-2022 03:01,UK,Central,9353,PJ440,CC41,Approved,,,
Edward,72838,Meals,Online,Airline,27-03-2022 21:13,UK,South,4369,PJ342,CC11,Rejected,,,
Diana,35036,Accommodation,Bank Transfer,Airline,20-01-2022 18:51,UK,South,6003,PJ378,CC37,Rejected,,,
Fiona,74866,Meals,Credit Card,Taxi,30-01-2022 12:53,Canada,Central,7065,PJ341,CC27,Received,,,
Diana,38250,Transport,Online,Restaurant,02-03-2022 23:57,Japan,Central,3218,PJ961,CC47,Pending,,,
Diana,26080,Travel,Cash,Hotel,26-04-2022 13:14,Japan,South,1885,PJ955,CC12,Pending,,,
Charlie,68812,Accommodation,Bank Transfer,Taxi,20-09-2022 18:32,USA,South,6807,PJ163,CC49,Rejected,,,
Alice,66111,Travel,Cash,Restaurant,18-11-2022 18:49,USA,South,9284,PJ554,CC33,Pending,,,
Fiona,80272,Travel,Cash,Restaurant,04-09-2022 11:27,Japan,Central,5659,PJ729,CC12,Approved,,,
Charlie,13466,Travel,Credit Card,Restaurant,24-11-2022 07:03,USA,North,2161,PJ534,CC45,Approved,,,
Charlie,30427,Transport,Online,Airline,07-01-2022 12:50,France,West,1885,PJ283,CC2,Approved,,,
Fiona,80238,Meals,Online,Taxi,22-10-2022 22:46,Japan,West,4950,PJ425,CC9,Received,,,
Hannah,48406,Travel,Online,Restaurant,29-05-2022 13:51,USA,East,9324,PJ754,CC7,Approved,,,
Charlie,50621,Transport,Credit Card,Taxi,24-04-2022 23:16,Canada,Central,1885,PJ175,CC36,Received,,,
Julia,58373,Transport,Cash,Restaurant,06-09-2022 12:42,UK,South,4432,PJ126,CC14,Approved,,,
Charlie,81070,Transport,Cash,Hotel,02-03-2022 21:12,France,North,2669,PJ816,CC29,Received,,,
Ivan,57273,Meals,Cash,Hotel,09-11-2022 09:55,Japan,East,6150,PJ906,CC43,Received,,,
George,49078,Accommodation,Cash,Restaurant,31-01-2022 02:07,USA,East,8439,PJ913,CC26,Approved,,,
Julia,12987,Travel,Online,Taxi,04-08-2022 20:56,UK,South,2678,PJ133,CC28,Received,,,
Bob,31074,Transport,Online,Hotel,06-04-2022 20:00,France,Central,1885,PJ399,CC19,Pending,,,
Diana,38039,Accommodation,Cash,Restaurant,28-07-2022 10:09,Germany,West,8949,PJ418,CC23,Pending,,,
Hannah,78828,Accommodation,Cash,Hotel,29-04-2022 20:05,Canada,North,1100,PJ444,CC43,Rejected,,,
Charlie,48569,Transport,Credit Card,Restaurant,16-08-2022 02:42,Canada,South,2678,PJ655,CC11,Rejected,,,
Diana,21100,Meals,Online,Taxi,11-12-2022 21:48,Canada,North,2669,PJ904,CC24,Rejected,,,
Julia,51294,Accommodation,Online,Hotel,03-06-2022 17:25,Canada,Central,1627,PJ204,CC44,Rejected,,,
George,35819,Meals,Cash,Airline,25-06-2022 11:48,Canada,Central,7065,PJ657,CC31,Approved,,,
Fiona,18292,Meals,Online,Hotel,18-08-2022 11:54,USA,East,3405,PJ772,CC47,Rejected,,,
Charlie,85997,Accommodation,Online,Hotel,23-10-2022 19:16,USA,South,1085,PJ230,CC4,Received,,,
Alice,50444,Accommodation,Cash,Restaurant,07-07-2022 04:48,Germany,East,3965,PJ358,CC7,Pending,,,
Diana,83330,Accommodation,Bank Transfer,Taxi,25-09-2022 00:01,France,East,8550,PJ304,CC4,Pending,,,
Fiona,30129,Meals,Bank Transfer,Hotel,22-11-2022 22:20,USA,North,9284,PJ891,CC37,Approved,,,
Charlie,47644,Meals,Bank Transfer,Taxi,10-12-2022 22:22,Canada,South,1999,PJ697,CC17,Rejected,,,
Julia,95728,Accommodation,Online,Hotel,11-04-2022 10:37,Japan,South,8550,PJ596,CC17,Rejected,,,
George,52729,Transport,Credit Card,Airline,05-03-2022 00:48,UK,Central,6003,PJ710,CC36,Rejected,,,
Fiona,51808,Transport,Online,Restaurant,03-05-2022 10:37,UK,West,7281,PJ579,CC19,Received,,,
George,97496,Meals,Cash,Airline,14-11-2022 18:23,France,South,7843,PJ423,CC43,Approved,,,
Alice,12173,Transport,Credit Card,Taxi,05-08-2022 04:10,Germany,East,5659,PJ554,CC40,Received,,,
Charlie,84890,Accommodation,Cash,Restaurant,13-09-2022 20:28,Germany,South,9353,PJ396,CC42,Received,,,
Fiona,96640,Meals,Credit Card,Restaurant,29-07-2022 12:24,USA,West,4432,PJ566,CC48,Approved,,,
Ivan,16874,Transport,Credit Card,Restaurant,29-07-2022 04:36,Germany,North,1793,PJ664,CC43,Received,,,
Diana,93099,Meals,Credit Card,Hotel,18-06-2022 12:46,Japan,Central,8654,PJ816,CC27,Approved,,,
Fiona,99208,Transport,Credit Card,Restaurant,15-06-2022 08:15,Germany,Central,7141,PJ293,CC23,Rejected,,,
Alice,71761,Transport,Bank Transfer,Airline,14-08-2022 02:35,Canada,South,1627,PJ241,CC32,Received,,,
Fiona,94416,Travel,Credit Card,Hotel,17-07-2022 10:02,Japan,North,1085,PJ556,CC37,Approved,,,
Alice,12757,Transport,Credit Card,Restaurant,01-08-2022 10:10,Japan,South,1100,PJ130,CC45,Received,,,
Ivan,22120,Travel,Cash,Restaurant,24-05-2022 04:01,UK,Central,9324,PJ819,CC15,Pending,,,
Diana,33842,Accommodation,Cash,Taxi,04-10-2022 17:26,USA,North,5654,PJ156,CC38,Received,,,
Ivan,79583,Travel,Bank Transfer,Hotel,15-09-2022 19:36,Germany,South,2390,PJ149,CC14,Rejected,,,
Julia,93971,Meals,Credit Card,Taxi,02-08-2022 02:35,Germany,Central,7065,PJ960,CC28,Received,,,
Edward,62462,Accommodation,Cash,Taxi,04-04-2022 12:41,UK,South,6807,PJ329,CC28,Rejected,,,
George,83381,Travel,Credit Card,Airline,31-05-2022 22:49,France,East,7281,PJ708,CC49,Pending,,,
Julia,53864,Accommodation,Credit Card,Airline,24-05-2022 22:08,USA,West,5659,PJ895,CC48,Received,,,
Fiona,75094,Transport,Online,Hotel,09-09-2022 13:39,Japan,East,2038,PJ833,CC22,Received,,,
Alice,83364,Accommodation,Credit Card,Hotel,27-02-2022 13:26,Germany,North,6807,PJ957,CC30,Received,,,
Ivan,31107,Transport,Cash,Hotel,25-04-2022 10:55,USA,East,8706,PJ776,CC46,Pending,,,
Ivan,14930,Meals,Online,Hotel,05-12-2022 07:55,Japan,Central,3965,PJ239,CC11,Pending,,,
Ivan,59756,Transport,Online,Taxi,28-04-2022 15:06,Japan,Central,5659,PJ182,CC43,Received,,,
Bob,67308,Transport,Cash,Hotel,07-06-2022 16:42,Japan,South,8654,PJ925,CC43,Rejected,,,
Julia,95371,Transport,Credit Card,Taxi,05-04-2022 21:56,USA,East,6175,PJ816,CC34,Rejected,,,
Diana,30165,Travel,Credit Card,Restaurant,27-09-2022 12:45,France,North,2959,PJ313,CC37,Approved,,,
Julia,88957,Meals,Credit Card,Airline,05-06-2022 03:47,Germany,West,8654,PJ938,CC34,Approved,,,
Diana,10100,Accommodation,Online,Hotel,28-10-2022 23:19,Japan,East,1999,PJ585,CC24,Pending,,,
Charlie,63942,Transport,Cash,Restaurant,30-05-2022 14:52,USA,North,8706,PJ521,CC11,Rejected,,,
Bob,84573,Accommodation,Online,Taxi,10-11-2022 07:44,Germany,East,5659,PJ655,CC23,Pending,,,
Julia,16037,Accommodation,Online,Hotel,21-07-2022 22:37,Japan,East,1085,PJ356,CC30,Pending,,,
Ivan,64779,Transport,Credit Card,Taxi,17-12-2022 22:43,Japan,South,3098,PJ205,CC3,Pending,,,
Ivan,35247,Travel,Bank Transfer,Airline,05-03-2022 03:16,Japan,Central,4432,PJ446,CC36,Approved,,,
George,62817,Meals,Credit Card,Taxi,01-10-2022 21:39,Germany,West,6003,PJ136,CC25,Pending,,,
Fiona,34813,Transport,Bank Transfer,Airline,01-12-2022 17:22,Canada,West,3218,PJ497,CC10,Approved,,,
Charlie,58371,Transport,Cash,Airline,04-05-2022 22:45,France,East,7141,PJ114,CC35,Received,,,
Edward,57354,Meals,Online,Airline,12-03-2022 16:09,USA,South,5654,PJ663,CC33,Received,,,
Ivan,66062,Travel,Credit Card,Restaurant,13-10-2022 19:28,Japan,East,2959,PJ651,CC42,Pending,,,
Charlie,91941,Meals,Cash,Airline,23-01-2022 22:44,USA,East,1100,PJ672,CC24,Approved,,,
Edward,32957,Transport,Bank Transfer,Hotel,08-09-2022 12:18,Germany,North,1885,PJ758,CC32,Received,,,
George,48870,Meals,Online,Taxi,24-09-2022 21:40,USA,South,6175,PJ607,CC1,Pending,,,
Julia,39849,Accommodation,Online,Airline,19-10-2022 21:01,Canada,North,3405,PJ477,CC6,Received,,,
Alice,78727,Accommodation,Cash,Restaurant,24-09-2022 19:29,Canada,East,4950,PJ489,CC18,Pending,,,
Julia,52661,Accommodation,Cash,Airline,31-05-2022 18:45,UK,West,6175,PJ866,CC36,Pending,,,
Bob,50831,Travel,Cash,Hotel,14-10-2022 05:22,USA,East,6003,PJ314,CC47,Approved,,,
Ivan,49308,Accommodation,Credit Card,Restaurant,19-08-2022 09:17,USA,West,9284,PJ730,CC3,Approved,,,
George,13418,Meals,Online,Taxi,04-05-2022 17:35,Japan,North,4248,PJ876,CC29,Rejected,,,
Bob,84314,Travel,Cash,Restaurant,07-03-2022 02:20,France,East,8439,PJ860,CC44,Approved,,,
Hannah,41739,Meals,Bank Transfer,Hotel,27-12-2022 15:07,Japan,East,5918,PJ327,CC15,Approved,,,
Fiona,64198,Travel,Credit Card,Airline,16-10-2022 12:03,Germany,North,4950,PJ882,CC17,Received,,,
Julia,51790,Meals,Bank Transfer,Airline,01-07-2022 05:24,France,West,8550,PJ463,CC29,Rejected,,,
Diana,95125,Transport,Online,Airline,29-10-2022 16:20,Canada,North,3665,PJ791,CC9,Received,,,
Edward,31674,Travel,Online,Airline,18-10-2022 02:34,Japan,East,4432,PJ465,CC48,Pending,,,
George,81818,Transport,Bank Transfer,Taxi,19-11-2022 22:24,USA,South,1085,PJ205,CC8,Approved,,,
Alice,11337,Transport,Credit Card,Airline,21-02-2022 16:43,Japan,East,6175,PJ756,CC29,Approved,,,
Julia,46315,Transport,Cash,Airline,03-08-2022 01:45,USA,North,2390,PJ718,CC24,Pending,,,
Ivan,23657,Transport,Cash,Taxi,23-01-2022 13:39,France,East,1999,PJ886,CC9,Rejected,,,
Diana,92307,Transport,Cash,Airline,18-07-2022 21:32,Japan,West,8196,PJ402,CC13,Pending,,,
Ivan,15245,Transport,Cash,Restaurant,16-03-2022 23:03,France,West,6807,PJ392,CC21,Received,,,
George,37342,Meals,Cash,Airline,14-01-2022 14:44,Japan,East,1885,PJ449,CC26,Rejected,,,
Bob,13922,Accommodation,Bank Transfer,Airline,22-06-2022 13:03,UK,South,1793,PJ549,CC31,Received,,,
Bob,11221,Travel,Bank Transfer,Airline,16-01-2022 23:28,Japan,North,6175,PJ569,CC32,Received,,,
Ivan,56778,Meals,Credit Card,Hotel,21-06-2022 05:54,UK,North,4432,PJ862,CC22,Pending,,,
Hannah,11924,Meals,Online,Taxi,29-04-2022 04:17,Japan,South,3665,PJ917,CC31,Approved,,,
Ivan,66337,Meals,Cash,Taxi,10-08-2022 09:48,UK,North,8550,PJ391,CC4,Approved,,,
Edward,18901,Meals,Online,Airline,29-06-2022 21:01,France,Central,3965,PJ443,CC23,Received,,,
Julia,51407,Accommodation,Cash,Restaurant,20-11-2022 12:24,Germany,North,1627,PJ808,CC14,Received,,,
Fiona,59502,Accommodation,Cash,Taxi,31-03-2022 06:57,Japan,South,6175,PJ609,CC49,Received,,,
Fiona,84392,Travel,Bank Transfer,Taxi,23-06-2022 23:40,France,Central,1100,PJ933,CC44,Approved,,,
Julia,30099,Travel,Credit Card,Airline,29-07-2022 15:46,Japan,South,8949,PJ858,CC3,Approved,,,
Julia,84152,Meals,Cash,Restaurant,28-12-2022 04:33,Canada,North,4648,PJ633,CC29,Pending,,,
Alice,47028,Travel,Online,Hotel,30-03-2022 14:31,USA,North,1885,PJ387,CC30,Rejected,,,
Bob,13511,Transport,Credit Card,Hotel,22-10-2022 01:33,Germany,Central,3665,PJ455,CC35,Received,,,
Julia,86440,Meals,Bank Transfer,Restaurant,23-11-2022 18:13,USA,West,5654,PJ234,CC26,Pending,,,
Bob,76209,Travel,Cash,Restaurant,27-02-2022 07:43,Germany,South,5654,PJ614,CC22,Rejected,,,
Ivan,44706,Travel,Bank Transfer,Hotel,17-10-2022 23:39,Germany,East,4248,PJ755,CC8,Received,,,
Diana,55518,Transport,Cash,Restaurant,28-12-2022 06:16,Canada,South,2390,PJ799,CC3,Approved,,,
Julia,35329,Meals,Online,Taxi,26-11-2022 22:57,Japan,Central,3098,PJ798,CC48,Approved,,,
George,82839,Accommodation,Credit Card,Airline,25-05-2022 00:27,Canada,South,4432,PJ350,CC17,Approved,,,
Ivan,39419,Meals,Online,Taxi,30-06-2022 00:37,Canada,West,6604,PJ651,CC17,Approved,,,
Ivan,53647,Accommodation,Cash,Hotel,17-08-2022 14:12,USA,South,8654,PJ388,CC46,Received,,,
Fiona,41649,Travel,Cash,Hotel,21-03-2022 08:09,Canada,South,5918,PJ316,CC31,Approved,,,
Charlie,64429,Accommodation,Bank Transfer,Taxi,04-03-2022 13:47,Germany,South,5659,PJ810,CC36,Approved,,,
Bob,71046,Meals,Credit Card,Restaurant,15-11-2022 21:55,USA,East,8949,PJ927,CC2,Received,,,
Bob,52798,Travel,Online,Airline,16-05-2022 13:42,Germany,West,3218,PJ538,CC42,Approved,,,
Alice,70278,Accommodation,Credit Card,Airline,23-07-2022 06:37,UK,Central,2669,PJ856,CC27,Approved,,,
Hannah,38960,Accommodation,Cash,Hotel,09-04-2022 08:56,Japan,West,2669,PJ844,CC49,Rejected,,,
Hannah,50738,Meals,Online,Restaurant,22-03-2022 16:55,Japan,South,9324,PJ237,CC43,Rejected,,,
Fiona,81255,Travel,Bank Transfer,Airline,03-01-2022 01:23,USA,Central,7281,PJ143,CC43,Pending,,,
Bob,37260,Travel,Cash,Airline,09-01-2022 15:52,Germany,West,1793,PJ625,CC15,Received,,,
Ivan,37822,Accommodation,Bank Transfer,Restaurant,03-11-2022 00:55,Germany,West,1085,PJ301,CC1,Received,,,
Alice,20738,Accommodation,Online,Restaurant,08-03-2022 06:36,USA,East,7141,PJ220,CC46,Received,,,
Charlie,42308,Accommodation,Online,Taxi,02-02-2022 09:43,UK,East,8949,PJ952,CC40,Rejected,,,
Charlie,22910,Transport,Cash,Hotel,25-08-2022 09:57,USA,West,7281,PJ945,CC45,Pending,,,
Fiona,48464,Travel,Cash,Airline,10-08-2022 06:12,Canada,Central,8654,PJ858,CC28,Pending,,,
Hannah,13404,Accommodation,Bank Transfer,Taxi,24-12-2022 05:09,Canada,South,6175,PJ241,CC14,Approved,,,
Bob,71302,Accommodation,Cash,Hotel,20-06-2022 19:35,Canada,South,3965,PJ600,CC34,Rejected,,,
Hannah,20825,Travel,Credit Card,Hotel,11-05-2022 08:21,France,East,7141,PJ816,CC24,Approved,,,
Edward,47010,Transport,Credit Card,Restaurant,14-07-2022 01:28,UK,South,1085,PJ569,CC32,Received,,,
Ivan,60951,Travel,Bank Transfer,Taxi,10-04-2022 13:12,USA,Central,6003,PJ734,CC38,Rejected,,,
Ivan,45459,Transport,Bank Transfer,Airline,22-08-2022 16:34,France,North,7843,PJ393,CC19,Approved,,,
Charlie,37724,Meals,Cash,Restaurant,19-01-2022 00:26,UK,East,9324,PJ304,CC16,Pending,,,
Ivan,81973,Travel,Cash,Taxi,18-04-2022 22:45,Japan,South,1268,PJ178,CC27,Pending,,,
Hannah,22404,Travel,Credit Card,Restaurant,02-02-2022 12:40,Germany,West,8550,PJ557,CC4,Received,,,
Charlie,52477,Meals,Bank Transfer,Hotel,16-10-2022 12:47,USA,North,3218,PJ971,CC8,Received,,,
Charlie,85312,Travel,Bank Transfer,Airline,09-10-2022 12:31,Canada,Central,2038,PJ383,CC12,Rejected,,,
Hannah,49021,Meals,Credit Card,Taxi,23-04-2022 00:45,UK,Central,4248,PJ585,CC34,Pending,,,
George,20194,Transport,Bank Transfer,Taxi,25-09-2022 10:52,Germany,East,2161,PJ887,CC9,Rejected,,,
Ivan,85955,Travel,Cash,Restaurant,12-10-2022 08:11,UK,North,3098,PJ456,CC5,Pending,,,
Charlie,53569,Meals,Bank Transfer,Taxi,23-07-2022 02:48,Germany,South,9353,PJ377,CC45,Approved,,,
Julia,54465,Accommodation,Bank Transfer,Hotel,26-02-2022 03:48,UK,East,3665,PJ106,CC25,Approved,,,
Charlie,95998,Transport,Cash,Airline,22-05-2022 16:18,Canada,North,7843,PJ711,CC11,Rejected,,,
Alice,18266,Transport,Cash,Restaurant,01-07-2022 11:46,France,Central,5918,PJ934,CC29,Rejected,,,
Bob,98554,Accommodation,Credit Card,Airline,02-07-2022 08:08,Germany,West,2234,PJ857,CC33,Pending,,,
Diana,48775,Accommodation,Credit Card,Hotel,06-11-2022 15:20,USA,Central,5654,PJ394,CC15,Rejected,,,
Bob,79140,Meals,Credit Card,Taxi,20-03-2022 06:48,USA,West,6150,PJ631,CC44,Received,,,
Alice,78816,Accommodation,Online,Taxi,23-10-2022 15:28,UK,East,5659,PJ872,CC9,Pending,,,
Edward,15162,Travel,Online,Hotel,17-10-2022 11:25,France,North,1627,PJ820,CC10,Pending,,,
Diana,48386,Meals,Bank Transfer,Restaurant,11-04-2022 14:55,Germany,East,8706,PJ309,CC47,Pending,,,
Ivan,44202,Transport,Cash,Hotel,20-08-2022 02:44,France,East,7281,PJ778,CC36,Pending,,,
Julia,46020,Travel,Bank Transfer,Hotel,20-09-2022 18:51,UK,South,6175,PJ689,CC3,Received,,,
Fiona,16448,Travel,Cash,Hotel,10-01-2022 12:48,Germany,Central,9324,PJ482,CC43,Approved,,,
Charlie,57042,Transport,Cash,Airline,10-10-2022 04:08,USA,Central,2038,PJ847,CC30,Received,,,
Hannah,36214,Travel,Bank Transfer,Restaurant,17-07-2022 13:08,USA,West,4648,PJ777,CC41,Approved,,,
Charlie,35353,Transport,Bank Transfer,Restaurant,03-11-2022 01:34,Germany,North,7281,PJ381,CC30,Rejected,,,
Edward,17426,Transport,Online,Hotel,07-04-2022 22:10,Germany,East,5654,PJ625,CC10,Approved,,,
George,21636,Transport,Bank Transfer,Hotel,12-05-2022 10:56,Germany,West,3665,PJ544,CC33,Received,,,
Edward,10612,Transport,Cash,Airline,06-02-2022 12:19,USA,South,7315,PJ393,CC6,Rejected,,,
Fiona,79722,Meals,Cash,Restaurant,07-04-2022 10:39,Germany,South,3218,PJ398,CC37,Rejected,,,
Alice,67961,Travel,Bank Transfer,Airline,12-03-2022 00:44,Germany,South,1100,PJ461,CC26,Rejected,,,
Julia,52506,Accommodation,Cash,Restaurant,09-02-2022 02:54,France,Central,2234,PJ844,CC43,Received,,,
Ivan,96028,Meals,Online,Restaurant,22-06-2022 19:17,UK,South,9353,PJ360,CC35,Approved,,,
George,64888,Accommodation,Cash,Airline,02-01-2022 07:49,France,North,9353,PJ702,CC2,Rejected,,,
George,53233,Meals,Bank Transfer,Airline,26-12-2022 23:47,UK,East,1999,PJ434,CC42,Received,,,
Bob,37045,Travel,Cash,Taxi,25-09-2022 05:38,UK,South,3405,PJ341,CC15,Pending,,,
Julia,30647,Transport,Credit Card,Hotel,12-02-2022 18:02,Japan,East,1268,PJ946,CC1,Rejected,,,
Charlie,19120,Accommodation,Bank Transfer,Taxi,03-01-2022 19:36,UK,West,4248,PJ142,CC16,Approved,,,
Alice,68746,Meals,Online,Taxi,19-07-2022 04:03,USA,Central,1885,PJ823,CC10,Pending,,,
Bob,84650,Travel,Credit Card,Taxi,05-03-2022 14:25,USA,South,8706,PJ962,CC33,Approved,,,
Ivan,75635,Travel,Credit Card,Restaurant,09-06-2022 17:34,Germany,North,6150,PJ276,CC14,Received,,,
George,66537,Meals,Credit Card,Hotel,07-11-2022 12:38,France,South,7065,PJ136,CC17,Received,,,
Charlie,77890,Transport,Online,Restaurant,27-01-2022 04:07,France,South,4648,PJ834,CC4,Rejected,,,
Ivan,65060,Meals,Credit Card,Hotel,28-11-2022 14:53,Germany,West,8196,PJ670,CC39,Approved,,,
Hannah,55790,Meals,Credit Card,Hotel,22-12-2022 22:34,France,North,8196,PJ634,CC12,Approved,,,
George,75180,Meals,Online,Restaurant,21-04-2022 20:54,Germany,South,6003,PJ677,CC46,Pending,,,
Julia,11608,Transport,Credit Card,Hotel,25-12-2022 08:59,Canada,North,4648,PJ975,CC17,Pending,,,
Bob,64546,Accommodation,Bank Transfer,Airline,24-08-2022 22:47,France,Central,1885,PJ728,CC15,Rejected,,,
Fiona,40105,Meals,Bank Transfer,Taxi,06-10-2022 16:38,USA,North,9353,PJ510,CC37,Rejected,,,
Ivan,83255,Travel,Cash,Airline,29-08-2022 15:59,Canada,West,8439,PJ756,CC38,Received,,,
Charlie,21498,Accommodation,Bank Transfer,Hotel,22-03-2022 00:02,Germany,North,8963,PJ836,CC28,Pending,,,
Ivan,89483,Travel,Credit Card,Restaurant,03-08-2022 10:20,USA,North,8550,PJ308,CC2,Rejected,,,
Alice,40360,Travel,Bank Transfer,Restaurant,24-12-2022 06:34,France,Central,8196,PJ937,CC3,Pending,,,
Charlie,21922,Meals,Online,Restaurant,28-02-2022 17:37,UK,Central,9693,PJ238,CC2,Pending,,,
George,75219,Accommodation,Online,Hotel,18-11-2022 04:19,Germany,East,8196,PJ633,CC2,Rejected,,,
George,58851,Meals,Online,Airline,10-05-2022 21:00,France,North,2678,PJ328,CC37,Approved,,,
Charlie,69693,Travel,Credit Card,Hotel,24-10-2022 09:45,France,South,6175,PJ519,CC37,Approved,,,
Alice,91920,Meals,Online,Taxi,15-07-2022 04:57,Germany,Central,7065,PJ852,CC35,Rejected,,,
Ivan,69530,Transport,Credit Card,Taxi,07-07-2022 00:20,Germany,Central,9284,PJ160,CC6,Received,,,
Alice,73366,Transport,Bank Transfer,Taxi,13-01-2022 21:59,Germany,West,7141,PJ826,CC38,Pending,,,
Diana,56947,Meals,Online,Taxi,15-04-2022 19:25,France,North,7281,PJ580,CC36,Approved,,,
George,53449,Meals,Credit Card,Airline,07-02-2022 12:04,Canada,North,6807,PJ541,CC15,Received,,,
Julia,62115,Meals,Credit Card,Hotel,05-03-2022 22:18,Japan,North,3665,PJ580,CC11,Approved,,,
Julia,68530,Meals,Credit Card,Hotel,17-02-2022 05:40,UK,West,7065,PJ629,CC9,Received,,,
Hannah,12098,Meals,Credit Card,Restaurant,16-12-2022 11:45,France,South,2959,PJ177,CC20,Rejected,,,
Ivan,47734,Transport,Online,Airline,30-06-2022 11:56,Germany,South,6604,PJ503,CC23,Received,,,
Diana,77604,Accommodation,Credit Card,Hotel,05-06-2022 19:14,Canada,South,6175,PJ953,CC11,Received,,,
Fiona,82363,Meals,Bank Transfer,Airline,18-06-2022 02:02,UK,East,8550,PJ859,CC17,Pending,,,
Julia,22918,Accommodation,Credit Card,Hotel,10-07-2022 16:45,Canada,West,3218,PJ846,CC30,Received,,,
Charlie,48372,Meals,Bank Transfer,Airline,25-07-2022 16:51,Germany,West,5918,PJ680,CC48,Rejected,,,
Ivan,32893,Accommodation,Bank Transfer,Hotel,29-11-2022 02:11,UK,East,2234,PJ700,CC8,Approved,,,
Fiona,87929,Transport,Bank Transfer,Airline,16-04-2022 00:54,Canada,North,2390,PJ443,CC30,Pending,,,
George,50642,Travel,Online,Restaurant,16-12-2022 18:58,Canada,South,8706,PJ997,CC9,Received,,,
Julia,99740,Accommodation,Bank Transfer,Taxi,15-11-2022 16:05,Japan,Central,1085,PJ654,CC27,Received,,,
Hannah,95110,Transport,Bank Transfer,Airline,21-10-2022 23:28,Canada,South,2161,PJ174,CC31,Received,,,
Edward,24881,Accommodation,Credit Card,Hotel,11-06-2022 16:44,Japan,West,2390,PJ869,CC1,Received,,,
Hannah,46741,Transport,Bank Transfer,Taxi,10-09-2022 00:06,Japan,East,2390,PJ890,CC13,Approved,,,
George,41782,Travel,Online,Airline,06-08-2022 07:09,Japan,East,6150,PJ406,CC6,Approved,,,
George,71185,Transport,Online,Hotel,28-01-2022 12:02,UK,West,8196,PJ749,CC49,Approved,,,
Alice,75802,Meals,Online,Restaurant,16-06-2022 18:27,Germany,West,2959,PJ320,CC23,Received,,,
Bob,54038,Meals,Bank Transfer,Restaurant,10-04-2022 03:14,UK,East,7141,PJ863,CC43,Pending,,,
Charlie,80918,Accommodation,Cash,Hotel,19-01-2022 03:58,Canada,West,9353,PJ912,CC42,Rejected,,,
